,student_id,school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3,enrollment_date,G1_exam_date,G2_exam_date,G3_exam_date
121,S182,GP,M,15,U,GT3,T,2,2,services,services,home,father,1,4,0,no,yes,yes,yes,yes,yes,yes,no,5,5,4,1,2,5,6.0,16,14.0,15,2008-09-02,2008-12-03,2009-02-28,2009-05-21
122,S087,GP,F,16,U,LE3,T,2,4,other,health,course,father,2,2,0,no,yes,yes,yes,yes,yes,yes,yes,4,2,2,1,2,5,2.0,13,13.0,13,2008-09-07,2008-11-26,2009-03-02,2009-06-08
123,S240,GP,M,16,U,GT3,T,4,4,health,other,course,mother,1,1,0,no,yes,no,yes,yes,yes,yes,no,3,4,4,1,4,5,18.0,14,11.0,13,2008-09-02,2008-11-24,2009-03-05,2009-05-23
124,S054,GP,F,16,U,GT3,T,2,2,other,other,home,mother,1,2,0,no,no,yes,no,yes,yes,yes,yes,5,4,4,1,1,5,0.0,8,7.0,8,2008-09-08,2008-11-30,2009-02-26,2009-05-26
125,S187,GP,M,15,U,GT3,T,3,4,services,services,home,father,1,1,0,yes,no,no,no,yes,yes,yes,no,5,5,5,3,2,5,0.0,13,13.0,12,2008-09-13,2008-12-08,2009-03-16,2009-06-13
126,S033,GP,F,15,U,LE3,A,3,4,other,other,home,mother,1,2,0,yes,no,no,yes,yes,yes,yes,yes,5,3,2,1,1,1,0.0,7,10.0,11,2008-09-02,2008-11-23,2009-02-21,2009-05-20
127,S168,GP,F,19,U,GT3,T,0,1,at_home,other,course,other,1,2,3,no,yes,no,no,no,no,no,no,3,4,2,1,1,5,2.0,7,8.0,9,2008-09-06,2008-12-07,2009-02-27,2009-06-01
128,S362,GP,M,18,R,GT3,T,2,2,services,other,reputation,mother,1,1,2,no,yes,no,yes,yes,yes,yes,no,3,3,3,1,2,4,0.0,7,4.0,0,2008-09-14,2008-12-14,2009-03-15,2009-06-15
129,S221,GP,M,16,R,GT3,T,4,4,teacher,teacher,course,mother,1,1,0,no,no,yes,yes,yes,yes,yes,no,3,5,5,2,5,4,8.0,18,18.0,18,2008-09-05,2008-12-06,2009-03-05,2009-05-31
130,S007,GP,F,15,R,GT3,T,3,4,services,teacher,course,father,2,3,2,no,yes,no,no,yes,yes,yes,yes,4,2,2,2,2,5,0.0,12,0.0,0,2008-09-02,2008-11-23,2009-03-05,2009-05-28
131,S012,GP,F,15,U,GT3,T,1,1,at_home,other,course,mother,3,1,0,no,yes,no,yes,no,yes,yes,yes,4,3,3,1,2,4,0.0,8,0.0,0,2008-09-07,2008-11-26,2009-03-07,2009-05-30
132,S134,GP,F,17,U,LE3,T,2,2,other,other,course,father,1,1,0,no,yes,no,no,yes,yes,yes,yes,3,4,4,1,3,5,12.0,10,13.0,12,2008-09-08,2008-12-10,2009-03-06,2009-05-27
133,S046,GP,F,16,U,GT3,A,3,4,,other,course,father,1,1,0,no,no,no,no,yes,yes,yes,no,3,2,1,1,4,5,16.0,12,11.0,11,2008-09-10,2008-12-03,2009-03-04,2009-06-05
134,S174,GP,M,15,R,GT3,T,3,4,at_home,teacher,course,mother,4,2,0,no,yes,no,no,yes,yes,no,yes,5,3,3,1,1,5,0.0,9,0.0,0,2008-09-05,2008-12-03,2009-02-22,2009-06-05
135,S025,GP,F,15,U,GT3,T,4,4,services,at_home,course,mother,1,3,0,no,yes,,yes,yes,yes,yes,yes,4,3,3,1,1,5,0.0,11,0.0,0,2008-09-14,2008-12-16,2009-03-04,2009-06-02
136,S264,GP,M,17,R,GT3,T,3,4,at_home,other,course,mother,3,2,0,no,no,no,no,yes,yes,no,no,5,4,5,2,4,5,0.0,10,0.0,0,2008-09-08,2008-11-27,2009-03-01,2009-06-08
137,S045,GP,F,16,U,GT3,A,3,3,other,other,course,other,2,1,2,no,yes,no,yes,no,yes,yes,yes,4,3,2,1,1,5,0.0,4,0.0,0,2008-09-05,2008-11-24,2009-02-22,2009-05-29
138,S248,GP,M,16,U,LE3,T,1,1,services,other,course,mother,1,2,1,no,no,no,no,yes,yes,no,yes,4,4,4,1,3,5,0.0,14,12.0,12,2008-09-14,2008-12-03,2009-03-10,2009-06-09
139,S031,GP,F,15,U,GT3,T,4,4,teacher,teacher,course,mother,2,1,0,no,no,no,yes,yes,yes,yes,no,4,3,2,1,1,5,0.0,16,16.0,15,2008-09-13,2008-12-04,2009-03-13,2009-06-02
140,S195,GP,M,15,U,GT3,T,4,3,,services,course,father,2,4,0,yes,yes,no,no,yes,yes,yes,no,2,2,2,1,1,3,0.0,7,9.0,0,2008-09-07,2008-11-26,2009-03-10,2009-06-03
141,S253,GP,M,16,U,LE3,T,2,2,services,services,reputation,father,2,1,2,no,yes,no,yes,yes,yes,yes,no,2,3,3,2,2,2,8.0,9,9.0,9,2008-09-01,2008-12-02,2009-02-25,2009-05-21
142,S030,GP,F,15,U,GT3,T,4,4,teacher,services,course,mother,1,3,0,no,yes,yes,yes,yes,yes,yes,no,4,2,2,1,1,5,2.0,9,11.0,11,2008-09-09,2008-12-07,2009-03-11,2009-05-31
143,S081,GP,F,16,U,LE3,T,1,1,at_home,at_home,course,mother,1,1,0,no,no,no,no,yes,yes,yes,no,3,4,4,3,3,1,2.0,14,14.0,13,2008-09-08,2008-12-11,2009-03-11,2009-06-05
144,S363,GP,M,17,U,GT3,T,2,1,,other,home,mother,1,1,3,no,yes,no,no,yes,yes,yes,no,5,4,5,1,2,5,0.0,5,0.0,0,2008-09-03,2008-12-04,2009-03-04,2009-05-21
145,S014,GP,F,15,U,GT3,T,1,1,other,services,course,father,1,2,0,no,yes,yes,no,yes,yes,yes,no,4,4,2,1,2,5,0.0,8,11.0,11,2008-09-09,2008-12-12,2009-03-04,2009-06-02
146,S020,GP,F,15,U,GT3,T,3,2,health,services,home,father,1,2,3,no,yes,no,no,yes,yes,yes,no,3,3,2,1,1,3,0.0,6,7.0,0,2008-09-12,2008-12-04,2009-03-05,2009-06-07
147,S015,GP,F,15,U,GT3,T,1,2,at_home,other,course,mother,1,2,0,no,yes,yes,no,no,yes,yes,no,4,3,2,1,1,5,2.0,10,11.0,11,2008-09-02,2008-11-25,2009-03-05,2009-05-21
148,S364,GP,M,16,U,GT3,T,4,4,teacher,teacher,course,mother,1,1,0,no,yes,no,no,yes,no,yes,yes,3,3,2,2,1,5,0.0,7,6.0,0,2008-09-11,2008-12-12,2009-03-03,2009-06-02
149,S203,GP,M,15,U,LE3,A,2,1,services,other,course,mother,4,1,3,no,no,no,no,yes,yes,yes,no,4,5,5,2,5,5,0.0,8,,10,2008-09-02,2008-11-24,2009-02-25,2009-05-25
150,S309,GP,M,18,U,LE3,T,1,1,other,other,course,mother,1,1,3,no,no,no,no,yes,no,yes,yes,2,3,5,2,5,4,0.0,6,5.0,0,2008-09-11,2008-11-30,2009-03-01,2009-06-07
151,S249,GP,M,16,U,LE3,T,2,1,at_home,other,course,mother,1,1,1,no,no,no,yes,yes,yes,no,yes,4,4,4,3,5,5,6.0,12,13.0,14,2008-09-06,2008-12-05,2009-03-06,2009-06-07
152,S005,GP,F,15,R,GT3,T,3,3,services,services,reputation,other,2,3,2,no,yes,yes,yes,yes,yes,yes,yes,4,2,1,2,3,3,8.0,10,10.0,10,2008-09-01,2008-12-02,2009-02-27,2009-05-31
153,S317,GP,M,19,U,GT3,T,3,2,services,at_home,home,mother,1,1,3,no,yes,no,no,yes,no,yes,yes,4,5,4,1,1,4,0.0,5,0.0,0,2008-09-14,2008-12-17,2009-03-04,2009-06-03
154,S130,GP,F,17,U,GT3,T,4,4,other,teacher,course,mother,1,1,0,yes,yes,no,no,yes,yes,no,yes,4,2,1,1,1,4,0.0,11,11.0,12,2008-09-03,2008-12-05,2009-02-23,2009-05-21
155,S173,GP,M,15,R,GT3,T,2,3,at_home,services,course,mother,1,2,0,yes,no,yes,yes,yes,yes,no,no,4,4,4,1,1,1,2.0,11,8.0,8,2008-09-09,2008-11-29,2009-03-06,2009-05-27
156,S267,GP,M,17,R,LE3,T,1,2,other,other,reputation,mother,1,1,0,no,no,no,no,yes,yes,no,no,2,2,2,3,3,5,8.0,16,12.0,13,2008-09-03,2008-12-03,2009-02-28,2009-05-29
157,S143,GP,F,18,R,GT3,T,1,1,at_home,other,course,mother,3,1,3,no,yes,no,yes,no,yes,no,no,5,2,5,1,5,4,6.0,9,8.0,10,2008-09-14,2008-12-15,2009-03-15,2009-06-03
158,S217,GP,M,16,R,GT3,T,2,2,at_home,other,course,mother,3,1,0,no,no,no,no,no,yes,no,no,4,2,2,1,2,3,2.0,17,15.0,15,2008-09-11,2008-12-10,2009-03-03,2009-06-01
159,S235,GP,M,16,U,GT3,T,3,3,other,services,course,father,1,2,1,no,yes,yes,no,yes,yes,yes,yes,4,5,5,4,4,5,4.0,10,12.0,12,2008-09-12,2008-12-13,2009-03-14,2009-06-11
160,S268,GP,M,17,R,LE3,T,2,1,at_home,other,course,mother,2,1,2,no,no,,yes,yes,no,yes,yes,3,3,2,2,2,5,0.0,7,6.0,0,2008-09-07,2008-12-08,2009-03-02,2009-06-07
161,S365,GP,M,15,R,GT3,T,3,2,other,other,course,mother,2,2,2,yes,yes,no,no,yes,yes,yes,yes,4,4,4,1,4,3,6.0,5,9.0,7,2008-09-07,2008-12-02,2009-03-08,2009-06-06
162,S366,GP,M,16,U,LE3,T,1,2,other,other,course,mother,2,1,1,no,no,no,yes,yes,yes,no,no,4,4,4,2,4,5,0.0,7,0.0,0,2008-09-09,2008-11-28,2009-03-01,2009-05-30
163,S367,GP,M,17,U,GT3,T,1,3,at_home,services,course,father,1,1,0,no,no,,no,yes,no,yes,no,5,3,3,1,4,2,2.0,10,10.0,10,2008-09-11,2008-12-06,2009-02-28,2009-06-07
164,S266,GP,M,17,R,LE3,T,1,1,other,services,course,mother,4,2,3,no,no,no,yes,yes,no,no,yes,5,3,5,1,5,5,,5,8.0,7,2008-09-12,2008-12-04,2009-03-01,2009-06-08
165,S368,GP,M,16,U,GT3,T,3,2,services,services,course,mother,2,1,1,no,yes,no,yes,no,no,no,no,4,5,2,1,1,2,16.0,12,11.0,12,2008-09-01,2008-11-21,2009-02-23,2009-05-21
166,S227,GP,M,16,U,GT3,T,2,2,other,other,course,father,1,2,0,no,no,no,no,yes,no,yes,no,4,3,5,2,4,4,,10,10.0,10,2008-09-10,2008-11-30,2009-03-13,2009-06-05
167,S068,GP,F,16,U,GT3,T,4,2,health,services,home,father,1,2,0,no,no,yes,no,yes,yes,yes,yes,4,2,3,1,1,3,0.0,14,,16,2008-09-02,2008-12-01,2009-02-19,2009-05-27
168,S053,GP,F,16,U,GT3,T,2,2,,other,home,mother,1,2,0,no,yes,yes,no,no,yes,yes,no,5,1,5,1,1,4,0.0,6,7.0,0,2008-09-05,2008-12-01,2009-02-27,2009-05-28
169,S075,GP,F,16,U,GT3,T,4,4,health,health,reputation,mother,1,2,0,no,yes,yes,no,yes,yes,yes,yes,4,4,2,1,1,3,0.0,14,14.0,14,2008-09-12,2008-12-09,2009-03-02,2009-06-10
170,S237,GP,M,16,U,GT3,T,3,4,other,other,course,father,3,1,2,no,yes,,yes,no,yes,yes,no,3,4,5,2,4,2,0.0,6,5.0,0,2008-09-04,2008-12-04,2009-03-06,2009-06-01
171,S224,GP,M,16,U,GT3,T,1,0,other,other,reputation,mother,2,2,0,no,yes,yes,yes,yes,yes,yes,yes,4,3,2,1,1,3,2.0,13,15.0,16,2008-09-12,2008-12-09,2009-03-11,2009-06-06
172,S290,GP,M,17,U,LE3,T,4,4,teacher,other,reputation,mother,1,2,0,no,yes,yes,yes,yes,yes,yes,no,4,4,4,1,3,5,0.0,13,11.0,10,2008-09-07,2008-12-05,2009-03-07,2009-06-04
173,S049,GP,F,16,U,GT3,T,1,3,at_home,services,home,mother,1,2,3,no,no,no,yes,no,yes,yes,yes,4,3,5,1,1,3,0.0,8,7.0,0,2008-09-04,2008-11-24,2009-03-03,2009-06-02
174,S089,GP,F,16,U,LE3,T,3,3,other,other,reputation,mother,2,2,0,no,yes,yes,yes,yes,yes,yes,no,4,4,5,1,1,4,4.0,10,11.0,9,2008-09-05,2008-12-06,2009-03-03,2009-05-31
175,S287,GP,M,17,U,LE3,T,4,3,teacher,other,course,mother,2,2,0,no,no,yes,yes,yes,yes,yes,no,4,4,4,4,4,4,4.0,10,9.0,9,2008-09-08,2008-12-03,2009-03-08,2009-05-30
176,S056,GP,F,16,U,GT3,T,2,2,services,other,reputation,mother,2,2,0,no,no,,yes,no,yes,yes,no,3,4,4,1,4,5,2.0,13,13.0,11,2008-09-11,2008-12-02,2009-02-28,2009-06-09
177,S275,GP,M,17,U,GT3,T,3,3,other,other,reputation,father,1,2,0,no,no,no,yes,no,yes,yes,no,4,3,4,1,4,4,,6,5.0,6,2008-09-09,2008-12-10,2009-03-10,2009-06-06
178,S219,GP,M,16,R,GT3,T,4,2,teacher,services,other,mother,1,1,0,no,yes,no,yes,yes,yes,yes,yes,4,3,3,3,4,3,10.0,10,8.0,9,2008-09-14,2008-12-14,2009-03-14,2009-06-15
179,S278,GP,M,17,U,GT3,T,4,3,other,other,course,mother,1,2,0,no,yes,no,yes,yes,yes,yes,yes,5,2,3,1,1,2,4.0,10,10.0,11,2008-09-13,2008-12-02,2009-03-13,2009-06-02
180,S239,GP,M,16,U,GT3,T,4,3,,other,home,mother,1,2,0,no,yes,yes,yes,yes,yes,yes,no,3,4,3,2,3,3,10.0,9,8.0,8,2008-09-11,2008-12-02,2009-03-05,2009-06-04
181,S369,GP,M,16,U,GT3,T,3,3,services,other,home,mother,1,2,0,no,no,yes,yes,yes,yes,yes,yes,4,2,3,1,2,3,2.0,12,13.0,12,2008-09-09,2008-11-28,2009-03-10,2009-06-09
182,S118,GP,F,17,U,GT3,T,2,4,services,services,reputation,father,1,2,0,no,yes,no,yes,yes,yes,no,no,5,4,2,2,3,5,0.0,16,17.0,17,2008-09-05,2008-11-28,2009-02-27,2009-05-30
183,S139,GP,F,17,U,LE3,T,3,3,other,other,reputation,mother,1,2,0,no,yes,no,yes,yes,yes,yes,yes,5,3,3,2,3,1,56.0,9,9.0,8,2008-09-06,2008-11-26,2009-02-23,2009-06-07
184,S062,GP,F,16,U,GT3,T,3,2,other,other,reputation,mother,1,2,0,no,yes,yes,no,yes,yes,yes,no,1,2,2,1,2,1,14.0,12,13.0,12,2008-09-02,2008-12-01,2009-03-04,2009-05-20
185,S277,GP,M,17,U,GT3,T,3,3,services,services,other,mother,1,2,0,no,yes,no,yes,yes,yes,yes,yes,4,3,4,2,3,4,12.0,12,12.0,11,2008-09-06,2008-12-02,2009-02-26,2009-05-24
186,S225,GP,M,16,U,GT3,T,1,2,services,services,other,mother,1,1,0,no,yes,yes,yes,yes,yes,yes,yes,3,3,3,1,2,3,2.0,11,12.0,11,2008-09-13,2008-12-16,2009-03-03,2009-06-11
187,S250,GP,M,16,U,LE3,T,2,1,other,other,course,mother,1,2,0,no,no,yes,yes,yes,yes,yes,yes,4,2,3,1,2,5,0.0,15,15.0,15,2008-09-06,2008-12-06,2009-03-04,2009-05-29
188,S105,GP,F,17,U,GT3,A,3,3,health,other,reputation,mother,1,2,0,no,yes,no,no,no,yes,yes,yes,3,3,3,1,3,3,6.0,8,7.0,9,2008-09-02,2008-11-30,2009-02-22,2009-05-27
189,S259,GP,M,17,R,GT3,T,1,2,at_home,other,home,mother,1,2,0,no,no,no,no,yes,yes,no,no,3,1,3,1,5,3,4.0,8,9.0,10,2008-09-10,2008-12-06,2009-03-11,2009-06-03
190,S059,GP,F,16,U,GT3,T,2,3,services,services,course,mother,1,2,0,no,no,no,no,yes,yes,yes,no,4,3,3,1,1,2,10.0,11,12.0,13,2008-09-14,2008-12-03,2009-03-09,2009-06-07
191,S110,GP,F,17,U,GT3,T,1,1,at_home,services,course,mother,1,2,0,no,no,no,yes,yes,yes,yes,no,5,3,3,1,1,3,0.0,8,8.0,9,2008-09-13,2008-12-03,2009-03-02,2009-06-14
192,S270,GP,M,17,U,GT3,T,1,2,,services,other,other,2,2,0,no,no,yes,yes,no,yes,yes,no,4,4,4,4,5,5,12.0,7,8.0,8,2008-09-04,2008-12-02,2009-03-07,2009-05-23
193,S218,GP,M,16,R,GT3,T,3,3,services,services,reputation,mother,1,1,0,no,yes,no,yes,yes,yes,yes,no,4,3,2,3,4,5,8.0,8,9.0,10,2008-09-07,2008-11-26,2009-03-03,2009-06-05
194,S229,GP,M,16,U,GT3,T,2,3,other,other,home,father,2,1,0,no,no,no,no,yes,yes,yes,no,5,3,3,1,1,3,0.0,13,14.0,14,2008-09-08,2008-11-27,2009-02-28,2009-06-08
195,S137,GP,F,17,U,LE3,T,2,4,services,services,course,father,1,2,0,no,no,no,yes,yes,yes,yes,yes,4,3,2,1,1,5,0.0,14,15.0,15,2008-09-04,2008-11-26,2009-03-03,2009-05-31
196,S279,GP,M,17,U,GT3,T,4,4,services,teacher,home,mother,1,1,0,no,no,no,no,yes,yes,yes,no,5,2,3,1,2,5,4.0,17,15.0,16,2008-09-04,2008-12-06,2009-02-28,2009-05-27
197,S222,GP,M,16,R,LE3,T,3,3,teacher,other,home,father,3,1,0,no,yes,yes,yes,yes,yes,yes,no,3,3,4,3,5,3,8.0,9,9.0,10,2008-09-04,2008-11-29,2009-02-21,2009-05-24
198,S131,GP,F,17,U,GT3,T,4,4,services,teacher,home,mother,2,1,1,no,yes,no,no,yes,yes,yes,no,4,2,4,2,3,2,24.0,18,18.0,18,2008-09-14,2008-12-13,2009-03-14,2009-06-11
199,S092,GP,F,16,U,LE3,T,4,4,teacher,teacher,reputation,mother,1,2,0,no,yes,yes,no,yes,yes,yes,no,4,5,2,1,2,3,0.0,9,9.0,10,2008-09-11,2008-12-06,2009-03-06,2009-06-05
200,S071,GP,F,16,U,GT3,T,4,3,health,other,home,mother,1,2,0,no,yes,no,yes,yes,yes,yes,no,4,3,5,1,5,2,2.0,16,16.0,16,2008-09-12,2008-12-03,2009-03-11,2009-06-01
201,S058,GP,F,16,U,GT3,T,2,3,other,other,reputation,mother,1,2,0,yes,yes,yes,yes,yes,yes,no,no,4,4,3,1,3,4,,8,10.0,10,2008-09-12,2008-12-06,2009-03-14,2009-06-04
202,S111,GP,F,17,U,GT3,T,1,1,other,other,course,mother,1,2,0,no,yes,yes,no,no,yes,no,no,4,4,4,1,3,1,4.0,9,9.0,10,2008-09-14,2008-12-04,2009-03-12,2009-06-15
203,S096,GP,F,17,R,GT3,T,2,2,other,other,reputation,mother,1,1,0,no,yes,no,no,yes,yes,yes,no,5,3,2,1,2,3,,7,6.0,6,2008-09-02,2008-12-02,2009-03-01,2009-05-23
204,S039,GP,F,16,R,GT3,T,2,2,services,services,reputation,mother,2,4,0,no,yes,yes,yes,no,yes,yes,no,5,3,5,1,1,5,6.0,10,10.0,11,2008-09-13,2008-12-04,2009-03-05,2009-06-02
205,S124,GP,F,17,U,GT3,T,3,4,at_home,services,home,mother,1,3,1,no,yes,yes,no,yes,yes,yes,yes,4,4,3,3,4,5,28.0,10,9.0,9,2008-09-01,2008-11-25,2009-02-21,2009-05-29
206,S044,GP,F,16,U,GT3,A,3,1,services,other,course,mother,1,2,3,no,yes,yes,no,yes,yes,yes,no,2,3,3,2,2,4,5.0,7,7.0,7,2008-09-07,2008-12-10,2009-03-02,2009-05-27
207,S074,GP,F,16,U,GT3,T,4,3,teacher,other,other,mother,1,2,0,no,no,yes,yes,yes,yes,yes,yes,1,3,2,1,1,1,10.0,11,12.0,13,2008-09-09,2008-12-06,2009-03-10,2009-06-09
208,S047,GP,F,16,U,GT3,T,1,1,at_home,other,home,mother,2,1,0,no,yes,yes,no,yes,yes,no,no,4,3,2,1,4,5,6.0,9,9.0,10,2008-09-06,2008-12-01,2009-03-02,2009-06-05
209,S099,GP,F,17,R,GT3,T,4,3,teacher,other,reputation,mother,2,3,0,no,yes,yes,yes,yes,yes,yes,yes,4,4,2,1,1,4,6.0,7,7.0,7,2008-09-03,2008-11-30,2009-02-25,2009-06-04
210,S169,GP,F,19,U,GT3,T,3,3,other,other,reputation,other,1,4,0,no,yes,yes,yes,yes,yes,yes,no,4,3,3,1,2,3,10.0,8,8.0,8,2008-09-03,2008-12-03,2009-03-03,2009-06-03
211,S289,GP,M,17,U,LE3,T,4,4,services,other,home,mother,1,2,0,no,yes,,no,yes,yes,yes,yes,5,3,5,4,5,3,13.0,12,12.0,13,2008-09-12,2008-12-04,2009-03-13,2009-06-02
212,S043,GP,F,16,U,GT3,A,2,2,,other,reputation,mother,1,2,0,yes,yes,,no,yes,yes,yes,no,3,3,4,1,1,4,0.0,12,13.0,14,2008-09-05,2008-12-03,2009-03-07,2009-05-26
213,S301,GP,M,18,U,GT3,T,2,2,services,other,home,mother,1,2,1,no,yes,yes,yes,yes,yes,yes,no,4,4,4,2,4,5,15.0,6,7.0,8,2008-09-05,2008-12-07,2009-02-26,2009-05-28
214,S102,GP,F,17,R,LE3,T,4,4,services,other,other,mother,1,1,0,no,yes,,no,yes,yes,no,no,5,2,1,1,2,3,12.0,8,10.0,10,2008-09-13,2008-12-10,2009-03-12,2009-06-07
215,S138,GP,F,17,U,LE3,T,3,2,other,other,reputation,mother,2,2,0,no,no,,no,yes,yes,yes,no,4,4,4,1,3,1,2.0,14,15.0,15,2008-09-03,2008-11-28,2009-02-28,2009-06-03
216,S129,GP,F,17,U,GT3,T,4,3,other,other,reputation,mother,1,2,2,no,no,yes,no,yes,yes,yes,yes,3,4,5,2,4,1,22.0,6,6.0,4,2008-09-13,2008-12-04,2009-03-08,2009-06-11
217,S312,GP,M,18,U,LE3,T,3,3,services,health,home,father,1,2,1,no,yes,,no,yes,yes,yes,no,3,2,4,2,4,4,13.0,6,6.0,8,2008-09-13,2008-12-05,2009-03-07,2009-06-09
218,S116,GP,F,17,U,GT3,T,2,3,at_home,other,home,father,2,1,0,no,yes,yes,no,yes,yes,no,no,3,3,3,1,4,3,3.0,7,7.0,8,2008-09-09,2008-12-12,2009-02-27,2009-06-09
219,S113,GP,F,17,U,GT3,T,2,2,at_home,at_home,course,mother,1,3,0,no,yes,yes,yes,yes,yes,yes,no,4,3,3,1,1,4,4.0,9,10.0,10,2008-09-03,2008-11-30,2009-02-24,2009-05-30
220,S095,GP,F,17,R,GT3,T,2,1,at_home,services,reputation,mother,2,2,0,no,yes,no,yes,yes,yes,yes,no,4,2,5,1,2,5,2.0,6,6.0,6,2008-09-03,2008-11-26,2009-02-28,2009-05-26
221,S109,GP,F,17,U,GT3,T,1,1,at_home,other,reputation,mother,1,3,1,no,yes,no,yes,yes,yes,no,yes,4,3,4,1,1,5,0.0,6,5.0,0,2008-09-04,2008-11-29,2009-03-06,2009-05-28
222,S060,GP,F,16,U,GT3,T,2,3,services,teacher,other,mother,1,2,0,yes,no,no,no,yes,yes,yes,no,2,3,1,1,1,3,2.0,16,16.0,17,2008-09-09,2008-12-06,2009-03-10,2009-06-03
223,S299,GP,M,18,U,GT3,T,2,2,other,other,home,mother,2,2,0,no,yes,yes,no,yes,yes,yes,no,3,3,3,5,5,4,0.0,12,13.0,13,2008-09-03,2008-11-30,2009-02-22,2009-05-22
224,S079,GP,F,16,U,GT3,T,4,4,teacher,services,home,mother,1,3,0,no,yes,no,yes,no,yes,yes,no,5,3,2,1,1,5,0.0,13,13.0,14,2008-09-07,2008-12-06,2009-03-06,2009-06-05
225,S146,GP,F,18,R,GT3,T,3,1,other,other,reputation,mother,1,2,1,no,no,no,yes,yes,yes,yes,yes,5,3,3,1,1,4,16.0,9,8.0,7,2008-09-02,2008-11-24,2009-02-20,2009-05-29
226,S121,GP,F,17,U,GT3,T,3,2,other,other,course,mother,1,2,0,no,no,no,yes,no,yes,yes,no,5,3,4,1,3,3,10.0,16,15.0,15,2008-09-08,2008-12-06,2009-03-07,2009-06-05
227,S285,GP,M,17,U,LE3,T,2,3,services,services,reputation,father,1,2,0,no,yes,yes,no,no,yes,yes,no,5,3,3,1,3,3,2.0,12,11.0,12,2008-09-01,2008-11-26,2009-02-23,2009-05-27
228,S310,GP,M,18,U,LE3,T,2,1,at_home,other,course,mother,4,2,0,yes,yes,yes,yes,yes,yes,yes,yes,4,3,2,4,5,3,14.0,10,8.0,9,2008-09-10,2008-12-13,2009-03-05,2009-06-08
229,S103,GP,F,17,U,GT3,A,2,1,other,other,course,mother,2,3,0,no,no,no,yes,yes,yes,yes,yes,3,2,3,1,2,3,10.0,12,10.0,12,2008-09-01,2008-11-22,2009-02-28,2009-06-02
230,S141,GP,F,17,U,LE3,T,4,3,health,other,reputation,father,1,2,0,no,no,no,yes,yes,yes,yes,yes,3,2,3,1,2,3,14.0,13,13.0,14,2008-09-03,2008-11-24,2009-02-26,2009-05-29
231,S262,GP,M,17,R,GT3,T,2,2,other,other,course,father,2,2,0,no,yes,yes,yes,yes,yes,yes,no,4,5,2,1,1,1,4.0,11,11.0,11,2008-09-03,2008-11-28,2009-03-04,2009-05-27
232,S280,GP,M,17,U,GT3,T,4,4,teacher,teacher,reputation,mother,1,2,0,yes,yes,no,yes,yes,yes,yes,yes,4,5,5,1,3,2,14.0,11,9.0,9,2008-09-12,2008-12-08,2009-03-09,2009-05-31
233,S241,GP,M,16,U,GT3,T,4,4,health,other,reputation,father,1,2,0,no,yes,,yes,yes,yes,yes,no,4,2,4,2,4,1,2.0,14,13.0,13,2008-09-01,2008-11-30,2009-03-04,2009-05-30
234,S247,GP,M,16,U,LE3,T,1,1,,other,home,mother,2,2,0,no,yes,yes,no,yes,yes,yes,no,3,4,2,1,1,5,18.0,9,7.0,6,2008-09-07,2008-12-02,2009-03-05,2009-06-07
235,S232,GP,M,16,U,GT3,T,3,2,at_home,other,reputation,mother,2,3,0,no,no,no,yes,yes,yes,yes,yes,5,3,3,1,3,2,10.0,11,9.0,10,2008-09-09,2008-12-11,2009-03-02,2009-06-06
236,S284,GP,M,17,U,LE3,T,2,2,other,other,home,father,1,2,0,no,no,yes,yes,no,yes,yes,yes,4,4,2,5,5,4,4.0,14,13.0,13,2008-09-08,2008-12-04,2009-03-08,2009-06-07
237,S051,GP,F,16,U,GT3,T,2,1,other,other,home,mother,1,1,0,no,no,no,no,yes,yes,yes,yes,4,5,2,1,1,5,20.0,13,12.0,12,2008-09-10,2008-11-30,2009-03-05,2009-06-09
238,S094,GP,F,17,R,GT3,T,2,1,at_home,services,course,mother,3,2,0,no,no,no,yes,yes,yes,no,no,2,1,1,1,1,3,2.0,13,11.0,11,2008-09-12,2008-12-02,2009-03-09,2009-06-10
239,S300,GP,M,18,U,GT3,T,2,2,other,services,reputation,father,1,2,1,no,no,no,no,yes,no,yes,no,5,5,4,3,5,2,0.0,7,7.0,0,2008-09-06,2008-12-09,2009-02-25,2009-05-31
240,S286,GP,M,17,U,LE3,T,4,3,health,other,course,mother,2,2,0,no,no,no,yes,yes,yes,yes,yes,2,5,5,1,4,5,14.0,12,12.0,12,2008-09-12,2008-12-03,2009-03-02,2009-05-31
241,S265,GP,M,17,R,LE3,A,4,4,teacher,other,course,mother,2,2,0,no,yes,,no,yes,yes,yes,no,3,3,3,2,3,4,2.0,10,11.0,12,2008-09-05,2008-12-08,2009-03-02,2009-05-23
242,S257,GP,M,16,U,LE3,T,4,3,teacher,other,course,mother,1,1,0,no,no,no,yes,no,yes,yes,no,5,4,5,1,1,3,0.0,6,0.0,0,2008-09-14,2008-12-07,2009-03-05,2009-06-04
243,S370,GP,M,16,U,GT3,T,4,4,services,services,course,mother,1,1,0,no,no,no,yes,yes,yes,yes,no,5,3,2,1,2,5,0.0,13,12.0,12,2008-09-08,2008-11-28,2009-03-11,2009-06-01
